R,S,T,I_R,I_S,I_T,Kondisi
243.59,243.83,244.22,1.14,1.16,1.13,0
242.94,242.93,242.84,1.16,1.17,1.17,0
234.36,234.08,234.68,1.08,1.09,1.07,0
230.14,240.98,237.86,1.25,1.46,0.94,1
234.01,240.49,231.02,0.98,1.32,1.41,1
241.73,241.47,241.17,1.09,1.06,1.09,0
241.79,239.09,238.31,1.1,1.07,1.07,1
236.08,239.25,238.58,1.46,1.17,1.37,1
233.35,233.66,233.63,1.06,1.03,1.03,1
239.2,239.25,239.25,1.13,1.14,1.14,0
243.54,243.32,236.29,0.94,0.82,0.94,1
237.46,237.57,237.16,1.11,1.11,1.14,0
233.83,233.56,233.55,1.02,1.01,1.03,0
230.17,234.05,243.59,1.37,1.17,1.49,1
231.34,231.84,231.59,1.06,1.05,1.08,0
243.92,239.86,230.62,0.9,1.41,0.93,1
241.58,241.48,242.1,1.07,1.07,1.05,0
240.05,239.96,239.12,1.11,1.12,1.11,0
244.14,243.81,231.04,1.43,1.32,0.93,1
238.35,242.43,237.95,1.14,1.29,1.11,1
238.22,237.54,238.21,1.11,1.12,1.1,0
236.72,236.95,236.29,1.09,1.09,1.11,0
236.53,240.7,239.14,1.0,0.91,1.14,1
231.68,231.47,231.58,1.02,1.0,1.01,0
232.49,231.99,232.33,1.07,1.07,1.09,0
234.07,241.34,236.54,1.4,1.5,1.4,1
234.66,233.5,243.52,0.82,1.46,1.39,1
232.09,234.17,231.18,1.36,0.98,1.4,1
237.3,236.52,236.44,1.01,1.0,1.01,0
235.27,231.34,241.35,1.19,1.27,1.44,1
240.42,240.98,241.04,1.16,1.14,1.16,0
230.16,229.96,229.79,1.14,1.15,1.15,0
239.05,238.77,239.07,1.05,1.05,1.06,0
234.77,244.21,240.53,0.91,0.97,1.33,1
237.52,239.91,242.59,1.04,0.98,1.03,1
234.27,234.09,234.45,1.03,1.03,1.04,0
241.18,240.35,240.47,1.17,1.17,1.16,0
232.57,234.52,237.03,0.82,1.05,0.93,1
242.83,242.58,242.73,1.15,1.14,1.12,0
230.19,229.89,230.51,1.13,1.15,1.13,0
239.72,239.84,240.49,1.04,1.05,1.04,0
241.96,242.36,242.7,1.03,1.05,1.05,0
237.62,237.89,237.49,1.16,1.13,1.16,1
237.41,237.7,236.86,1.03,1.04,1.02,0
238.81,239.18,238.53,1.19,1.2,1.21,0
233.87,238.74,236.3,1.08,0.97,0.95,1
237.37,237.35,237.27,1.0,1.0,1.02,0
234.92,234.8,234.18,1.09,1.09,1.09,0
242.08,230.89,235.59,0.83,1.45,1.4,1
230.23,230.63,230.64,1.15,1.15,1.13,0
237.68,243.67,231.29,1.42,1.33,0.86,1
241.14,240.75,240.89,1.14,1.13,1.12,0
237.77,238.26,237.94,1.17,1.2,1.19,0
234.89,234.19,243.45,0.85,1.32,1.16,1
230.19,230.0,229.65,1.17,1.16,1.17,0
244.13,244.33,244.43,1.19,1.18,1.2,0
230.58,232.53,232.63,1.48,1.35,0.96,1
232.8,233.22,232.71,1.1,1.08,1.1,0
239.53,241.55,242.29,0.81,1.23,1.41,1
240.33,239.85,239.48,1.15,1.16,1.19,0
240.23,240.82,238.19,1.14,0.84,1.26,1
235.58,244.36,244.78,1.21,1.34,1.41,1
237.95,233.54,238.7,1.14,1.47,1.19,1
243.43,236.39,231.44,1.16,1.17,0.91,1
239.11,239.15,239.29,1.2,1.19,1.2,0
236.57,241.74,238.05,1.46,1.17,0.81,1
242.42,233.17,233.27,1.04,0.91,1.12,1
231.63,242.48,230.22,1.41,0.98,0.98,1
244.52,244.83,244.78,1.18,1.19,1.18,0
235.44,240.51,238.03,1.14,1.37,0.91,1
237.39,232.9,239.84,1.32,1.3,1.15,1
245.18,244.89,245.2,1.1,1.11,1.11,0
235.21,235.82,243.4,1.1,0.89,0.97,1
236.1,235.92,235.57,1.09,1.11,1.11,0
234.24,234.81,234.68,1.2,1.18,1.18,0
232.19,232.16,231.95,1.15,1.16,1.14,0
236.84,236.79,236.55,1.14,1.15,1.15,0
240.83,236.05,230.14,1.33,1.24,0.85,1
235.98,236.02,236.19,1.2,1.19,1.2,0
244.15,243.32,244.14,1.1,1.12,1.08,0
237.21,233.21,235.68,1.17,0.84,0.97,1
242.3,242.21,241.84,1.16,1.16,1.19,0
230.28,230.89,240.86,1.36,1.06,1.32,1
231.37,240.22,235.77,1.17,1.02,1.08,1
233.63,232.72,232.76,1.15,1.15,1.17,0
232.18,239.6,238.06,1.36,0.84,1.47,1
242.5,231.79,241.95,1.41,0.99,0.94,1
240.75,241.04,240.6,1.19,1.2,1.21,0
230.95,231.47,231.61,1.03,1.03,1.04,0
241.33,241.88,241.7,1.03,1.04,1.03,0
238.29,241.1,234.15,0.97,0.86,0.85,1
230.96,232.5,240.91,1.09,1.41,1.15,1
236.86,236.59,231.48,0.85,0.98,1.41,1
231.13,231.74,231.49,1.2,1.35,1.21,1
236.38,234.19,234.46,0.88,1.24,1.47,1
244.43,244.03,244.38,1.18,1.17,1.19,0
236.91,244.07,230.44,1.26,0.92,1.15,1
237.89,237.63,233.81,0.81,1.03,0.82,1
235.89,236.08,236.49,1.09,1.12,1.11,0
242.61,232.55,238.47,0.88,1.29,1.11,1
236.87,237.75,240.31,1.19,1.08,0.89,1
241.59,241.66,241.88,1.02,1.05,1.04,0
235.44,235.68,235.77,1.15,1.18,1.18,0
234.68,234.88,235.52,1.01,1.0,1.0,0
242.71,242.56,242.08,1.02,0.98,1.0,0
231.13,231.71,231.88,1.11,1.12,1.1,0
241.73,241.71,232.69,1.27,1.5,1.49,1
242.46,232.42,235.6,1.41,0.92,1.5,1
231.56,241.36,233.16,1.15,1.45,1.32,1
240.67,243.67,232.76,1.43,0.89,1.46,1
232.71,232.84,232.64,1.02,1.03,1.03,0
245.22,244.55,244.58,1.05,1.02,1.04,0
242.9,241.5,240.91,1.25,1.07,1.13,1
238.33,237.71,238.48,1.14,1.13,1.14,0
233.5,231.22,235.55,1.13,0.9,1.07,1
234.88,239.51,242.9,0.95,1.06,1.1,1
236.95,236.59,236.85,1.11,1.1,1.12,0
239.31,239.61,238.74,1.14,1.14,1.12,0
242.56,234.18,242.49,1.41,0.83,1.14,1
244.04,244.48,244.84,1.1,1.1,1.13,0
243.39,243.63,243.16,1.19,1.19,1.16,0
230.23,240.82,231.11,1.33,1.42,1.04,1
230.53,230.72,231.02,1.14,1.12,1.15,0
234.8,235.16,235.53,1.19,1.19,1.2,0
230.41,230.16,230.59,1.1,1.09,1.11,0
235.98,241.84,243.89,1.4,1.5,0.87,1
240.7,241.44,240.83,1.08,1.12,1.1,0
230.48,243.11,236.34,1.16,1.38,1.5,1
239.46,240.14,239.45,1.01,0.99,1.0,0
240.2,240.81,234.19,1.39,1.49,0.92,1
237.61,238.27,238.16,1.07,1.11,1.08,1
240.47,231.65,239.07,0.84,0.89,1.34,1
243.85,243.1,243.03,1.06,1.05,1.08,0
236.23,232.03,244.36,1.35,0.91,1.24,1
239.88,240.2,243.48,0.88,1.49,1.21,1
237.18,237.66,241.98,1.24,1.26,1.21,1
236.89,243.57,239.93,1.28,1.39,0.93,1
237.01,231.68,230.91,1.21,1.01,0.99,1
240.24,240.38,241.18,1.2,1.19,1.19,0
238.8,238.87,239.05,1.08,1.09,1.07,0
239.12,238.21,239.09,1.09,1.07,1.09,0
230.89,240.07,237.96,1.48,1.37,1.36,1
244.44,244.36,244.92,1.12,1.12,1.11,0
237.62,237.85,237.26,1.08,1.07,1.08,0
239.48,239.33,230.94,1.48,0.87,0.89,1
241.29,240.65,230.46,1.09,1.14,1.07,1
245.26,245.16,244.71,1.06,1.07,1.07,0
244.77,232.34,241.45,1.11,1.07,1.07,1
243.4,243.37,243.35,1.09,1.07,1.08,0
235.58,235.68,243.73,1.05,1.23,1.31,1
240.44,241.18,240.74,1.03,1.03,1.02,0
232.34,232.94,232.41,1.07,1.06,1.05,0
232.28,232.26,242.59,0.85,1.02,1.03,1
240.29,241.1,242.95,0.91,0.89,0.89,0
232.41,235.69,236.16,1.36,0.82,1.08,1
237.3,236.9,236.42,1.06,1.05,1.05,0
240.05,234.83,234.25,1.21,1.13,0.87,1
239.7,241.63,238.87,0.81,1.05,0.84,1
240.85,240.75,241.33,1.09,1.1,1.1,0
234.54,238.63,238.79,1.34,1.37,0.81,1
242.03,233.25,242.09,1.35,1.39,0.95,1
244.88,244.74,244.58,1.05,1.05,1.06,0
243.23,243.25,242.6,1.14,1.12,1.11,0
231.28,230.58,230.72,1.21,1.21,1.18,0
231.44,230.93,231.43,1.06,1.09,1.06,0
241.97,241.42,233.72,1.15,0.91,1.46,1
237.1,237.46,237.13,0.99,1.0,1.0,0
232.73,242.52,243.49,1.02,1.48,1.44,1
242.12,237.31,238.02,1.11,1.2,1.09,1
235.18,238.53,233.99,1.06,1.17,1.19,1
239.91,233.87,231.87,0.89,1.38,0.94,1
237.26,243.65,237.97,1.25,0.88,1.39,1
238.41,238.41,238.22,1.12,1.13,1.1,0
243.85,243.78,243.34,1.1,1.12,1.09,0
238.68,237.1,230.05,1.36,0.9,1.14,1
235.23,236.35,242.04,0.99,1.16,1.17,1
233.03,244.47,242.15,1.5,0.88,1.08,1
238.89,238.84,238.34,1.0,1.01,1.01,0
234.2,234.7,234.7,1.12,1.1,1.1,0
240.76,240.76,240.13,1.18,1.21,1.2,0
242.51,233.01,236.75,1.31,1.41,1.47,1
240.44,237.92,230.97,0.87,1.02,0.93,1
240.46,237.59,239.48,1.06,1.47,0.88,1
232.65,231.29,236.05,0.83,1.24,0.95,1
230.88,230.18,230.21,1.14,1.12,1.12,0
236.09,240.65,243.33,1.45,1.0,1.27,1
237.27,240.11,240.59,1.46,0.89,1.17,1
235.11,235.34,232.14,1.14,1.43,1.28,1
233.74,233.96,234.08,1.16,1.15,1.19,0
240.02,240.45,240.23,1.17,1.17,1.17,0
240.77,233.75,236.58,1.41,0.85,1.24,1
239.95,240.21,231.3,1.44,1.15,1.1,1
232.2,243.46,238.47,1.42,1.1,0.96,1
243.58,239.24,232.54,1.46,0.99,1.34,1
233.34,232.7,233.01,1.01,1.01,1.03,0
236.36,237.63,235.66,1.09,0.85,1.48,1
241.23,243.81,236.45,0.94,0.81,1.43,1
231.15,241.65,234.47,1.22,1.09,0.94,1
240.12,239.48,239.39,1.04,1.05,1.06,0
231.23,243.14,232.07,1.21,1.38,1.05,1
235.48,231.98,243.41,1.49,1.07,0.89,1
242.37,242.58,242.07,1.12,1.12,1.13,0
238.06,231.11,239.61,1.44,0.85,0.98,1
237.56,230.46,230.94,1.49,0.88,0.89,1
232.68,232.92,232.87,1.02,1.05,1.02,0
235.38,235.34,235.3,1.12,1.13,1.12,0
231.59,231.44,231.85,1.12,1.12,1.1,0
231.72,238.41,242.61,1.34,1.43,1.17,1
239.9,230.57,230.06,1.27,1.35,0.92,1
232.46,232.42,232.52,1.16,1.17,1.15,0
244.92,230.3,231.88,0.92,1.05,0.92,1
244.75,244.14,244.39,1.08,1.08,1.09,0
230.87,230.89,230.28,1.07,1.06,1.07,0
238.91,238.92,239.36,1.04,1.03,1.04,0
241.68,242.17,242.43,1.13,1.12,1.14,0
234.21,230.16,243.29,1.44,1.08,1.1,1
239.44,239.16,239.07,1.05,1.06,1.06,0
240.42,240.37,235.73,0.96,1.19,0.95,1
231.9,232.41,232.19,1.12,1.1,1.13,0
231.62,235.75,237.12,0.88,0.95,0.99,1
236.51,242.83,241.72,1.42,1.08,0.92,1
240.52,232.48,233.81,0.86,0.81,0.84,1
241.65,233.07,236.19,1.31,0.92,1.12,1
232.45,240.43,236.38,0.93,1.13,1.05,1
231.66,241.84,236.71,1.22,1.29,1.12,1
242.35,241.42,241.12,1.34,1.44,0.91,1
234.68,237.48,241.32,1.46,1.14,1.0,1
234.45,236.66,234.83,1.13,1.38,0.82,1
243.72,239.75,238.98,0.93,1.28,1.34,1
232.44,232.86,232.44,1.18,1.17,1.19,0
238.62,242.75,243.3,1.02,1.05,1.11,1
234.28,234.32,234.4,1.14,1.12,1.1,0
238.89,238.72,239.31,1.09,1.06,1.05,0
235.19,234.74,234.96,1.05,1.05,1.06,0
242.43,236.65,232.78,1.0,1.21,1.34,1
242.65,242.73,242.53,1.18,1.15,1.15,0
240.27,240.25,240.95,1.08,1.07,1.08,0
243.96,242.9,235.84,1.35,1.0,1.12,1
230.36,234.05,239.66,1.34,1.45,1.2,1
240.65,240.83,240.95,1.04,1.04,1.03,0
243.0,243.65,237.25,0.85,0.97,1.2,1
232.0,231.69,231.48,1.16,1.17,1.17,0
239.66,239.04,233.82,1.39,1.12,0.87,1
239.79,243.2,235.4,0.97,0.84,1.22,1
242.13,234.59,239.13,0.99,1.06,1.29,1
232.6,232.74,232.49,1.1,1.11,1.11,0
240.81,232.28,236.64,1.26,1.47,1.04,1
238.78,243.38,235.06,1.24,1.0,1.16,1
233.21,233.76,233.15,1.15,1.12,1.12,0
241.89,232.87,241.66,1.29,1.11,1.32,1
234.07,234.12,234.05,1.14,1.14,1.14,0
235.59,234.75,235.56,1.12,1.13,1.15,0
241.07,242.86,232.11,0.87,1.32,0.81,1
239.76,241.5,241.03,0.94,0.94,1.18,1
237.97,238.82,241.85,1.46,0.81,1.27,1
230.9,230.96,230.06,1.1,1.09,1.11,0
232.03,242.6,230.58,1.06,0.86,1.46,1
230.9,234.32,240.54,1.31,0.9,1.06,1
240.25,236.21,237.12,0.89,1.08,1.27,1
243.32,232.27,244.85,1.2,1.06,0.97,1
230.64,241.98,239.87,1.08,0.86,1.07,1
232.0,237.0,243.93,1.28,1.1,1.06,1
232.54,232.86,233.27,1.17,1.18,1.17,0
233.85,233.16,233.3,1.05,1.05,1.06,0
244.38,235.59,234.93,1.32,0.91,1.27,1
229.93,230.72,229.96,1.03,1.05,1.05,0
242.0,241.43,241.55,0.99,1.01,1.01,0
240.96,241.78,241.31,1.16,1.19,1.17,0
235.21,230.51,243.2,1.32,1.3,1.08,1
244.33,233.12,231.49,0.84,0.83,1.16,1
240.83,240.64,240.42,0.95,1.38,1.08,1
243.92,231.23,244.37,1.09,1.15,1.48,1
244.22,238.39,230.3,1.27,1.15,1.36,1
232.48,244.0,241.6,1.03,1.49,1.12,1
243.87,243.28,243.87,1.01,1.03,1.02,0
231.74,231.3,233.4,0.84,1.35,0.91,1
234.32,239.98,235.4,0.99,1.11,1.31,1
242.77,233.52,239.44,1.17,1.32,1.16,1
240.49,241.21,234.05,1.06,1.3,1.48,1
230.08,230.44,230.43,1.13,1.12,1.12,0
239.16,231.42,230.47,0.84,1.42,1.28,1
237.08,242.6,239.51,1.19,0.84,0.93,1
238.14,239.03,242.19,1.34,0.84,1.32,1
236.23,236.86,237.5,1.32,1.48,1.42,1
232.05,242.76,231.74,1.43,1.21,1.16,1
239.05,237.49,234.83,1.24,1.29,1.0,1
230.14,232.05,230.06,0.96,1.1,1.0,1
230.79,231.6,243.78,1.11,1.5,1.42,1
230.19,238.86,242.91,1.08,1.03,1.15,1
233.86,233.77,233.61,1.18,1.17,1.16,0
241.97,241.52,241.52,1.35,1.37,1.42,1
239.68,240.2,239.94,1.14,1.16,1.15,0
233.4,244.13,235.94,1.33,1.24,1.35,1
237.5,237.78,238.27,1.12,1.11,1.09,0
244.22,239.76,233.77,1.14,0.96,0.82,1
230.35,240.63,244.42,0.96,1.31,1.07,1
241.92,241.52,241.71,1.12,1.14,1.12,0
237.66,236.47,239.77,0.96,1.01,0.87,1
230.75,230.25,230.69,1.04,1.03,1.02,0
230.33,230.06,230.89,1.1,1.11,1.1,0
241.23,240.52,240.83,1.09,1.13,1.11,0
233.04,232.66,232.55,1.12,1.11,1.09,0
243.91,244.57,243.77,1.05,1.05,1.06,0
230.58,234.75,238.87,1.31,1.02,1.36,1
235.93,235.9,235.61,1.05,1.07,1.07,0
231.51,236.9,242.02,1.07,1.01,1.04,1
235.07,234.79,234.92,1.15,1.15,1.15,0
236.67,237.37,236.8,1.09,1.08,1.07,0
230.56,230.83,230.18,0.91,1.17,0.9,1
237.32,243.81,230.1,0.95,1.29,1.17,1
235.78,244.59,242.83,1.35,0.89,1.1,1
239.65,239.53,239.41,1.06,1.05,1.04,0
235.94,240.3,231.33,0.94,1.08,1.19,1
236.01,236.03,236.17,1.05,1.09,1.06,0
240.99,241.46,241.83,1.12,1.11,1.11,0
240.08,240.44,240.13,1.16,1.14,1.15,0
243.56,243.28,242.84,1.13,1.13,1.14,0
230.49,241.74,241.87,1.39,0.97,1.21,1
240.69,241.12,240.85,1.14,1.15,1.15,0
244.99,237.88,237.65,1.42,1.11,1.35,1
242.52,244.09,237.32,0.87,1.07,1.36,1
232.52,236.47,241.84,1.09,0.97,1.03,1
241.66,242.16,241.26,1.21,1.19,1.2,0
239.83,235.61,238.52,1.21,1.05,0.97,1
236.7,241.81,241.23,1.49,1.02,1.31,1
234.57,234.62,239.43,1.35,0.82,1.29,1
230.36,230.11,230.72,1.08,1.09,1.1,0
236.61,232.04,237.74,1.02,1.17,1.1,1
233.68,233.35,233.78,1.02,1.04,1.02,0
243.99,233.11,238.34,1.38,1.16,1.45,1
233.43,233.69,230.43,1.19,1.12,1.3,1
236.8,237.46,237.13,1.2,1.18,1.18,0
237.65,237.64,237.64,1.05,1.06,1.08,0
231.38,244.33,238.03,0.92,1.08,0.85,1
237.38,237.4,237.36,1.07,1.04,1.06,0
233.47,233.7,233.11,1.16,1.17,1.15,0
243.03,233.59,239.97,1.29,1.4,1.1,1
231.78,244.51,239.77,1.28,0.85,1.22,1
242.49,236.03,230.37,1.46,1.02,0.92,1
240.39,239.9,240.19,1.03,1.03,1.01,0
239.51,235.27,234.92,1.38,1.24,0.88,1
232.12,240.74,235.08,1.14,1.14,1.48,1
238.26,235.6,231.16,0.91,1.13,1.21,1
233.81,239.55,231.81,1.07,1.32,1.16,1
242.15,242.67,242.6,1.06,1.09,1.08,0
243.65,233.97,239.75,1.31,1.07,1.3,1
240.87,241.21,240.86,1.09,1.08,1.09,0
244.08,244.35,244.63,1.16,1.16,1.17,0
230.51,230.89,230.74,1.1,1.13,1.13,0
233.45,233.44,233.51,1.13,1.15,1.14,0
230.38,230.23,230.95,1.1,1.11,1.11,0
243.87,244.58,243.91,1.17,1.2,1.17,0
240.42,231.35,237.31,1.05,1.41,0.92,1
238.51,238.16,238.14,1.06,1.07,1.05,0
240.32,242.06,241.4,0.83,0.98,1.24,1
243.93,238.44,231.32,1.17,1.37,1.34,1
231.41,230.58,231.16,1.2,1.16,1.19,0
235.28,243.08,241.88,1.02,1.49,1.35,1
235.32,235.7,235.75,1.14,1.13,1.13,0
233.25,238.89,233.91,0.82,0.88,1.43,1
240.92,240.66,241.15,1.2,1.2,1.18,0
236.24,236.53,230.2,0.89,0.97,1.33,1
232.22,233.25,233.78,1.24,1.35,0.9,1
237.18,236.81,236.78,1.06,1.06,1.06,0
242.93,242.88,243.27,1.11,1.13,1.11,0
239.44,242.66,236.19,0.92,1.15,1.0,1
241.67,241.48,241.87,1.14,1.11,1.13,0
232.93,232.63,232.51,1.01,1.01,1.01,0
243.54,232.29,242.61,0.92,1.4,1.32,1
240.46,243.12,244.91,0.98,1.1,1.34,1
232.48,237.13,236.09,0.96,0.89,1.22,1
236.96,236.42,236.65,1.06,1.05,1.06,0
231.91,234.76,242.59,1.05,1.41,1.13,1
238.73,238.74,234.11,0.95,0.86,1.07,1
237.59,237.71,237.72,1.08,1.08,1.07,0
231.14,237.02,230.87,1.32,1.11,1.16,1
240.43,236.7,238.39,0.98,0.84,1.23,1
239.39,239.64,238.97,1.09,1.12,1.13,0
236.32,236.11,236.25,1.08,1.07,1.07,0
240.58,232.61,239.72,0.99,1.07,1.41,1
242.71,242.8,243.53,1.08,1.08,1.08,0
239.95,240.0,239.17,1.07,1.07,1.07,0
237.1,239.77,244.5,1.32,1.24,1.36,1
234.5,239.71,235.47,1.31,1.11,1.19,1
240.75,240.65,240.51,1.04,1.03,1.05,0
232.12,232.1,232.33,1.11,1.12,1.12,0
244.61,231.03,244.83,1.24,1.33,1.05,1
241.5,234.36,234.7,1.4,1.14,0.98,1
243.99,242.46,239.69,0.85,1.33,1.13,1
241.24,237.87,239.39,1.32,1.32,1.02,1
243.37,243.87,237.63,1.15,1.1,0.89,1
240.53,244.01,241.07,1.38,1.27,0.97,1
231.58,231.43,231.46,1.08,1.09,1.09,0
240.28,234.04,231.43,0.98,1.13,1.08,1
243.48,234.91,236.9,1.36,0.99,1.02,1
238.79,238.76,238.47,1.08,1.09,1.08,0
236.48,231.18,242.37,1.37,0.94,1.26,1
240.64,230.72,231.79,0.82,0.91,1.09,1
229.92,230.04,230.36,1.09,1.1,1.09,0
240.73,234.83,243.78,1.35,0.96,1.32,1
244.39,245.06,244.62,1.04,1.03,1.02,0
235.81,235.59,235.1,1.14,1.13,1.13,0
242.53,242.43,242.42,1.04,1.02,1.02,0
244.14,232.77,236.63,1.43,0.92,1.25,1
243.65,236.09,239.3,1.0,1.09,0.95,1
240.97,241.25,237.5,1.39,1.27,1.37,1
242.27,238.25,237.34,1.25,1.19,1.44,1
240.07,239.97,240.25,1.07,1.09,1.08,0
234.7,234.61,235.03,1.14,1.13,1.11,0
242.18,237.71,235.54,1.29,0.87,1.05,1
232.65,236.91,233.07,1.14,1.23,1.34,1
236.13,230.49,241.88,0.99,1.34,1.46,1
244.23,241.1,244.69,1.12,1.14,1.27,1
237.29,236.71,236.64,1.15,1.14,1.16,0
238.97,238.85,238.98,1.19,1.18,1.19,0
238.74,239.41,239.23,1.08,1.08,1.06,0
239.03,237.2,234.66,0.87,1.07,1.23,1
236.54,236.01,236.07,1.09,1.1,1.08,0
244.96,244.49,244.27,1.17,1.18,1.19,0
241.46,239.07,244.87,0.85,1.33,0.89,1
244.49,238.77,243.18,0.83,1.38,1.25,1
242.17,242.42,243.02,1.17,1.18,1.18,0
235.67,231.0,235.68,1.34,1.4,1.11,1
235.82,235.03,241.11,0.81,1.09,0.98,1
235.77,235.8,235.66,1.08,1.08,1.06,0
240.92,243.24,233.93,1.13,1.42,0.95,1
242.69,231.99,230.41,1.18,0.92,0.99,1
243.17,242.75,235.71,0.9,1.4,1.46,1
244.36,244.64,244.64,1.1,1.13,1.09,0
239.34,238.21,240.76,1.19,1.4,0.96,1
231.19,243.1,243.21,1.19,1.45,1.14,1
242.2,240.65,241.71,1.36,0.92,1.39,1
243.63,239.81,231.93,1.37,0.88,0.82,1
239.12,238.74,239.02,1.11,1.09,1.1,0
243.65,233.89,242.49,1.07,1.05,0.88,1
240.34,235.82,243.73,1.05,1.03,1.11,1
240.78,239.95,240.8,1.11,1.13,1.11,0
235.81,235.87,235.76,1.06,1.05,1.06,0
240.64,232.0,238.79,1.26,0.93,0.95,1
233.24,237.06,230.13,0.9,0.96,1.04,1
243.41,243.1,243.52,1.07,1.07,1.1,0
240.62,241.23,240.88,1.08,1.06,1.08,0
241.34,240.99,240.66,1.21,1.21,1.19,0
238.6,237.82,238.42,1.06,1.06,1.08,0
241.16,241.01,240.79,1.17,1.16,1.17,0
233.24,232.74,232.73,1.1,1.11,1.13,0
231.17,232.08,231.82,1.1,1.1,1.12,0
231.51,243.17,236.91,0.9,0.94,1.13,1
243.91,244.59,244.6,1.14,1.14,1.13,0
231.04,230.44,230.72,1.11,1.09,1.1,0
240.02,241.68,235.63,1.22,1.42,1.38,1
239.36,234.92,242.89,1.42,1.13,1.0,1
236.57,239.09,237.77,1.15,1.1,0.85,1
239.01,241.09,237.19,1.32,1.33,1.39,1
243.31,242.68,243.48,1.0,1.02,1.03,0
237.7,237.97,238.04,1.04,1.07,1.05,0
237.88,232.64,242.99,1.13,1.45,1.26,1
235.24,235.19,234.82,1.06,1.03,1.06,0
235.26,242.09,230.28,0.8,1.26,0.82,1
241.54,242.22,241.27,1.05,1.05,1.05,0
231.71,231.44,230.83,1.18,1.18,1.19,0
230.1,239.66,244.82,1.27,1.02,1.45,1
236.6,236.38,236.2,1.07,1.09,1.07,0
239.52,239.79,238.9,0.99,1.01,1.0,0
239.06,240.94,243.49,1.47,1.09,1.34,1
239.02,241.17,243.4,1.02,1.1,1.21,1
236.98,230.63,236.04,0.89,1.33,0.88,1
234.24,234.1,234.36,1.1,1.11,1.14,1
240.91,240.83,240.59,1.15,1.12,1.15,0
244.15,236.58,231.79,1.04,1.17,1.44,1
230.99,234.7,233.54,0.84,1.34,1.43,1
236.86,230.02,241.51,1.01,1.27,1.14,1
238.0,235.39,240.39,0.85,1.4,1.24,1
232.76,236.53,232.1,0.88,0.94,1.41,1
233.87,239.8,231.36,1.44,1.39,0.82,1
235.62,235.91,235.48,0.99,0.98,0.98,0
243.85,236.95,242.96,0.81,1.39,1.31,1
231.85,232.65,240.78,1.5,0.99,1.38,1
242.72,242.53,242.88,1.19,1.19,1.18,0
237.69,238.38,238.21,1.17,1.17,1.15,0
237.39,237.96,237.85,1.17,1.19,1.17,0
237.39,236.74,236.72,1.09,1.11,1.1,0
233.8,232.81,242.81,1.08,1.47,1.19,1
230.81,231.36,237.65,1.25,0.9,1.27,1
242.15,242.26,242.97,1.03,1.02,1.04,0
237.12,236.43,244.58,1.48,1.2,1.4,1
235.96,238.94,237.49,1.37,1.0,1.25,1
231.94,231.26,231.18,1.01,0.99,1.01,0
230.96,231.4,238.93,1.49,0.85,1.08,1
244.4,234.85,235.7,1.41,1.48,1.46,1
229.89,229.77,230.12,1.18,1.18,1.17,0
244.02,244.28,243.56,1.16,1.15,1.18,0
243.61,231.62,233.74,1.03,0.95,0.99,1
239.84,240.29,240.26,1.12,1.11,1.12,0
231.01,230.43,230.36,1.09,1.08,1.09,0
235.25,235.21,235.36,1.15,1.17,1.14,0
233.78,233.51,233.78,1.07,1.09,1.09,0
230.98,234.5,236.15,1.19,1.06,0.85,1
231.22,244.01,244.92,0.85,0.8,1.16,1
237.13,240.07,236.18,1.22,1.07,1.36,1
233.27,233.27,233.78,1.07,1.06,1.05,0
241.19,234.57,243.9,1.1,1.09,1.48,1
236.68,243.62,240.91,1.31,1.01,1.37,1
239.08,239.32,243.38,0.81,1.14,1.45,1
236.68,237.31,236.42,1.15,1.17,1.16,0
240.87,238.8,232.41,1.39,1.18,1.22,1
231.61,231.41,230.69,1.06,1.05,1.04,0
237.35,236.49,237.0,1.12,1.09,1.11,0
230.89,230.84,231.5,1.17,1.17,1.16,0
244.55,236.9,234.02,1.38,1.03,1.47,1
243.05,231.52,230.6,1.41,0.99,1.0,1
240.11,238.88,238.49,1.26,1.03,1.25,1
235.9,232.92,238.42,0.87,1.17,1.45,1
243.03,243.06,242.34,1.05,1.05,1.06,0
237.4,242.38,242.29,0.97,1.2,1.23,1
243.64,239.78,243.67,0.87,0.82,1.3,1
234.11,233.73,234.28,1.04,1.05,1.06,0
240.08,239.25,239.98,1.07,1.09,1.06,0
234.22,243.41,232.55,1.02,1.39,1.04,1
230.35,230.1,230.25,1.2,1.19,1.2,0
241.19,240.49,241.08,1.01,1.02,1.02,0
234.18,240.03,233.27,0.95,1.38,0.99,1
236.17,236.26,236.05,1.11,1.13,1.13,0
240.14,230.59,235.93,1.16,1.18,1.25,1
235.77,235.32,235.61,1.14,1.16,1.16,0
233.67,233.99,234.33,1.19,1.19,1.19,0
230.39,230.39,230.3,1.07,1.06,1.06,0
237.63,236.94,244.77,1.3,1.12,0.84,1
235.38,238.92,238.34,0.82,0.85,1.43,1
234.04,233.57,233.19,1.08,1.05,1.08,0
235.67,233.0,237.29,1.41,0.87,1.42,1
230.08,238.0,232.86,1.08,0.9,1.5,1
232.66,233.11,243.31,0.91,1.19,0.96,1
235.26,238.64,233.54,1.17,1.19,1.13,1
238.0,243.52,238.75,1.17,1.45,1.25,1
240.34,240.62,240.54,1.02,1.06,1.04,0
242.47,242.62,241.98,1.13,1.14,1.13,0
